Customer ID,Gender,Age,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Avg Monthly GB Streaming Movies,Avg Monthly GB Streaming Music,Avg Monthly GB Streaming TV,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Score,Churn Category,Churn Reason
5533-NHFRF,MALE,75.0,NO,No,0.0,united states,CALIFORNIA,San Jose,95132.0,37.424655,-121.74841,40568.0,Q3,NO,0.0,7.0,,No,0.0,No,DSL,26.0,No,yes,No,Yes,no,YES,No,0,3,2,Yes,Two Year,yes,bank withdrawal,44.4,265.8,0.0,0.0,0.0,265.8,Stayed,77.0,,
6467-CHFZW,Male,61.0,yes,Yes,1.0,UNITED STATES,California,LOS ANGELES,90028.0,34.099869,-118.326843,30568.0,Q3,YES,1.0,47.0,,yes,31.35,YES,fiber optic,16.0,NO,yes,No,No,YES,Yes,Yes,0,0,0,yes,Month-to-Month,Yes,Bank Withdrawal,99.35,4749.15,0.0,0.0,1473.45,6222.599999999999,CHURNED,77.0,Competitor,Competitor had better devices
1251-krreg,Male,22.0,No,No,0.0,UNITED STATES,CALIFORNIA,North Hollywood,91601.0,34.1692,-118.372498,36625.0,Q3,No,0.0,2.0,,YES,44.31,yes,DSL,73.0,No,YES,no,No,No,No,yes,0,0,0,YES,Month-to-Month,Yes,CREDIT CARD,54.4,114.1,0.0,0.0,88.62,202.72,Churned,81.0,Price,Price too high
9548-ligta,Male,26.0,Yes,No,0.0,United States,California,tustin,92780.0,33.735802,-117.818805,55062.0,Q3,Yes,2.0,61.0,,YES,20.34,No,Cable,51.0,Yes,Yes,no,Yes,Yes,Yes,Yes,0,1,0,no,TWO YEAR,Yes,Credit Card,81.05,4747.65,0.0,0.0,1240.74,5988.389999999999,Stayed,20.0,,
0058-EVZWM,Female,37.0,YES,NO,0.0,United States,CALIFORNIA,stockton,95209.0,38.044523,-121.348048,30814.0,Q3,Yes,2.0,55.0,offer b,YES,5.08,Yes,FIBER OPTIC,9.0,yes,No,No,No,YES,No,No,0,0,0,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,4959.6,0.0,0.0,279.4,5239.0,Stayed,42.0,,
3410-YOQBQ,FEMALE,61.0,No,no,0.0,United States,California,COMPTON,90221.0,33.885811,-118.206459,51387.0,Q3,No,0.0,31.0,,Yes,25.57,No,DSL,27.0,No,YES,Yes,YES,YES,Yes,Yes,1,0,0,no,Two Year,NO,Credit Card,79.2,2497.2,0.0,70.0,792.67,3359.87,Stayed,78.0,,
8262-COGGB,Male,53.0,No,no,0.0,United States,California,Visalia,93277.0,36.303793,-119.375646,44741.0,Q3,no,0.0,1.0,none,Yes,11.61,No,NONE,0.0,No,No,No,No,NO,No,no,0,0,0,No,Month-to-Month,YES,MAILED CHECK,20.45,20.45,0.0,0.0,11.61,32.06,JOINED,48.0,,
1347-KTTTA,male,22.0,Yes,no,0.0,UNITED STATES,California,canyon country,91351.0,34.422519,-118.420717,59259.0,Q3,YES,10.0,64.0,Offer B,YES,40.49,No,Fiber Optic,3179.0,No,Yes,YES,YES,Yes,Yes,YES,0,0,0,YES,One Year,Yes,credit card,102.45,6654.1,0.0,0.0,2591.36,9245.46,Stayed,58.0,,
5099-BAILX,Male,77.0,Yes,No,0.0,UNITED STATES,California,santa barbara,93101.0,34.419203,-119.710008,31727.0,q3,Yes,1.0,43.0,Offer B,YES,14.52,Yes,fiber optic,5.0,no,Yes,Yes,YES,Yes,Yes,NO,0,1,0,Yes,Month-to-Month,Yes,bank withdrawal,110.75,4687.9,0.0,0.0,624.36,5312.259999999999,Churned,65.0,Competitor,Competitor made better offer
0337-CNPZE,female,63.0,NO,No,0.0,United States,california,Los Angeles,90033.0,3287.050198,-118.210946,49431.0,Q3,NO,0.0,41.0,,Yes,10.43,Yes,Fiber Optic,22.0,no,Yes,YES,NO,yes,YES,YES,2,0,0,No,month-to-month,Yes,bank withdrawal,106.3,4443.45,0.0,130.0,427.63,5001.08,CHURNED,85.0,Price,Price too high
7294-TMAOP,FEMALE,30.0,no,NO,0.0,united states,california,Castro Valley,94546.0,37.708327,-122.083473,41698.0,Q3,No,0.0,1.0,Offer E,Yes,15.44,No,Fiber Optic,51.0,no,no,no,NO,Yes,Yes,Yes,0,0,2,NO,Month-to-Month,No,Bank Withdrawal,90.55,90.55,0.0,60.0,15.44,165.99,Churned,72.0,Competitor,Competitor made better offer
9788-HNGUT,male,45.0,Yes,no,0.0,United States,California,Cabazon,92230.0,33.929812,-116.76058,2355.0,Q3,Yes,9.0,72.0,Offer A,Yes,17.87,YES,Fiber Optic,3.0,yes,YES,Yes,Yes,YES,Yes,Yes,2,0,0,yes,Two Year,Yes,credit card,116.95,8594.4,,0.0,1286.64,16407.04,Stayed,78.0,,
2273-QCKXA,Male,39.0,No,No,0.0,united states,California,Culver City,90232.0,34.019323,-118.391902,15195.0,Q3,No,0.0,1.0,,Yes,25.77,no,cable,5.0,NO,No,NO,Yes,No,No,No,0,0,0,Yes,month-to-month,No,credit card,49.05,49.05,0.0,0.0,25.77,74.82,JOINED,30.0,,
3280-nmuvx,male,53.0,YES,NO,0.0,United States,California,Rio Vista,94571.0,38.148862,-121.737696,5246.0,q3,yes,7.0,34.0,,Yes,26.03,no,,0.0,No,No,No,No,No,No,No,0,0,0,No,One Year,No,credit card,19.6,678.8,0.0,0.0,885.02,1563.82,Stayed,33.0,,
6551-gnydg,FEMALE,33.0,yes,yes,1.0,United States,California,long beach,90808.0,33.823943,-118.111335,37417.0,Q3,yes,7.0,14.0,,YES,40.22,NO,Fiber Optic,19.0,No,No,No,No,No,Yes,yes,0,0,0,Yes,Month-to-Month,yes,bank withdrawal,80.9,1152.8,0.0,0.0,563.0799999999999,1715.88,stayed,46.0,,
3308-MHOOC,MALE,37.0,NO,Yes,3.0,united states,CALIFORNIA,Scotia,95565.0,40.440636,-124.098739,1125.0,Q3,No,0.0,1.0,,Yes,17.89,no,NONE,0.0,No,No,No,No,No,No,no,0,2,2,No,Month-to-Month,yes,credit card,19.2,19.2,0.0,0.0,17.89,37.09,joined,76.0,,
9919-FZDED,Male,79.0,YES,No,0.0,United States,california,Yucca Valley,92284.0,34.159534,-116.425984,20486.0,q3,Yes,1.0,72.0,,yes,17.3,yes,dsl,23.0,yes,YES,Yes,No,yes,YES,No,0,0,0,Yes,Two Year,Yes,CREDIT CARD,84.1,5981.65,0.0,0.0,1245.6,7227.25,Stayed,63.0,,
4693-VWVBO,female,60.0,NO,No,0.0,UNITED STATES,California,VALLEY SPRINGS,95252.0,38.156971,-120.849231,11266.0,q3,No,0.0,3.0,,Yes,40.98,No,,0.0,no,no,No,No,No,No,no,0,1,0,NO,Month-to-Month,No,BANK WITHDRAWAL,19.55,61.05,0.0,0.0,122.94,183.99,Joined,46.0,,
6339-tbelp,Male,53.0,No,No,0.0,united states,california,Fillmore,93015.0,34.408161,-118.865111,16013.0,q3,No,0.0,71.0,,Yes,6.75,Yes,fiber optic,15.0,No,NO,yes,YES,No,No,No,0,0,0,Yes,two year,yes,credit card,86.4,6172.0,0.0,0.0,479.25,6651.25,Stayed,30.0,,
1177-XZBJL,Male,35.0,Yes,yes,2.0,UNITED STATES,california,Palermo,95968.0,39.435756,-121.552071,1254.0,Q3,Yes,1.0,53.0,Offer B,YES,37.57,Yes,DSL,15.0,yes,Yes,No,Yes,No,NO,No,0,0,2,Yes,ONE YEAR,no,Bank Withdrawal,64.15,3491.55,0.0,0.0,1991.21,5482.76,stayed,45.0,,
0356-OBMAC,FEMALE,80.0,NO,No,0.0,United States,california,WINCHESTER,92596.0,33.657433,-117.04254,4093.0,Q3,no,0.0,56.0,NONE,Yes,17.33,Yes,fiber optic,16.0,No,Yes,Yes,Yes,Yes,NO,no,0,1,0,YES,Two Year,YES,Bank Withdrawal,99.9,5706.3,0.0,0.0,970.48,6676.78,Stayed,45.0,,
4475-NVTLU,MALE,21.0,Yes,YES,1.0,United States,California,paso robles,93446.0,35.634222,-120.728341,35586.0,q3,Yes,6.0,45.0,Offer B,Yes,17.23,No,,0.0,no,No,no,No,No,No,NO,1,0,0,No,TWO YEAR,No,Bank Withdrawal,19.2,903.7,0.0,0.0,775.35,1679.0500000000002,Stayed,24.0,,
6900-PXRMS,Male,72.0,YES,No,0.0,united states,California,spring valley,91978.0,32.730264,-116.950963,,Q3,NO,0.0,26.0,Offer C,Yes,1.26,Yes,Fiber Optic,18.0,NO,YES,Yes,No,YES,yes,Yes,0,2,0,NO,Month-to-Month,No,bank withdrawal,105.75,2710.25,0.0,90.0,32.76,2833.01,Churned,91.0,Dissatisfaction,Product dissatisfaction
1373-ORVIZ,Female,62.0,Yes,No,0.0,United States,california,MODESTO,95351.0,37.621458,-121.012295,47536.0,q3,YES,1.0,11.0,OFFER D,Yes,15.69,Yes,DSL,12.0,No,no,No,Yes,No,Yes,Yes,0,0,0,Yes,Month-to-Month,Yes,Bank Withdrawal,66.35,740.8,0.0,0.0,172.59,913.39,Churned,91.0,Competitor,Competitor had better devices
8166-ORCHU,Male,73.0,YES,No,0.0,United States,California,OAKLAND,94605.0,37.758019,-122.138678,42854.0,q3,Yes,10.0,33.0,,Yes,44.54,No,FIBER OPTIC,18.0,Yes,Yes,no,YES,No,Yes,No,0,0,3,yes,ONE YEAR,Yes,BANK WITHDRAWAL,93.55,3055.5,0.0,0.0,1469.82,4525.32,stayed,21.0,,
7892-QVYKW,FEMALE,25.0,Yes,Yes,1.0,United States,California,EL CAJON,92020.0,32.79697,-116.969082,55277.0,Q3,YES,10.0,23.0,,yes,9.84,YES,fiber optic,71.0,No,no,no,no,No,Yes,Yes,0,0,0,Yes,Month-to-Month,No,Bank Withdrawal,85.6,1868.4,0.0,0.0,226.32,2094.7200000000003,stayed,25.0,,
1981-INRFU,Female,44.0,No,No,0.0,United States,California,San Diego,92109.0,6630.787836,-117.232376,46086.0,q3,No,0.0,2.0,,YES,8.32,No,Fiber Optic,16.0,No,No,no,No,Yes,No,No,0,0,0,yes,Month-to-Month,yes,Bank Withdrawal,79.75,164.5,0.0,0.0,16.64,181.14,CHURNED,91.0,Competitor,Competitor made better offer
0396-HUJBP,female,34.0,no,NO,0.0,United States,california,Gardena,90247.0,33.890853,-118.297967,47758.0,q3,no,0.0,2.0,none,yes,49.91,No,NONE,0.0,No,NO,no,No,No,No,No,0,0,0,No,Month-to-Month,no,credit card,19.3,44.4,0.0,0.0,99.82,144.22,Joined,43.0,,
2931-FSOHN,Male,76.0,no,No,0.0,United States,California,NAPA,94559.0,38.232389,-122.324944,26894.0,Q3,no,0.0,13.0,none,Yes,49.9,NO,DSL,30.0,No,Yes,No,No,Yes,No,no,0,1,0,Yes,MONTH-TO-MONTH,yes,Bank Withdrawal,59.9,788.35,0.0,0.0,648.6999999999999,1437.05,Stayed,58.0,,
5774-XZTQC,Female,30.0,Yes,Yes,1.0,United States,California,lakewood,90715.0,33.841027,-118.078097,20890.0,q3,yes,3.0,7.0,offer e,YES,5.84,No,,0.0,No,No,No,no,No,NO,No,0,0,0,NO,Month-to-Month,No,Credit Card,20.45,150.75,0.0,0.0,40.88,191.63,STAYED,75.0,,
1084-MNSMJ,Female,63.0,Yes,NO,0.0,UNITED STATES,California,El Dorado,95623.0,38.63153,-120.842609,4097.0,Q3,Yes,10.0,51.0,OFFER B,Yes,33.93,No,DSL,13.0,yes,Yes,Yes,YES,Yes,Yes,Yes,0,1,0,YES,TWO YEAR,No,Credit Card,85.5,4421.95,0.0,0.0,1730.43,6152.38,STAYED,43.0,,
0292-WEGCH,Female,40.0,Yes,Yes,2.0,United States,CALIFORNIA,Death Valley,92328.0,36.27688,-117.033326,443.0,Q3,yes,7.0,54.0,Offer B,yes,4.33,Yes,dsl,12.0,No,Yes,Yes,Yes,yes,yes,Yes,0,0,0,Yes,Month-to-Month,yes,bank withdrawal,86.2,4524.05,0.0,0.0,233.82,4757.87,Stayed,45.0,,
2626-urjfx,MALE,55.0,Yes,Yes,3.0,UNITED STATES,California,Termo,96132.0,41.027281,-120.669427,72.0,Q3,Yes,1.0,4.0,Offer E,Yes,8.58,Yes,DSL,57.0,NO,No,No,No,No,NO,no,2,0,0,Yes,Month-to-Month,Yes,bank withdrawal,50.9,225.6,0.0,0.0,34.32,259.92,CHURNED,69.0,Dissatisfaction,Network reliability
3669-OYSJI,Male,47.0,No,No,0.0,United States,California,porter ranch,91326.0,34.281911,-118.556218,28067.0,Q3,No,0.0,1.0,OFFER E,Yes,48.58,NO,DSL,21.0,NO,No,no,No,No,No,No,0,0,0,Yes,MONTH-TO-MONTH,No,Credit Card,46.2,46.2,0.0,0.0,48.58,94.78,Churned,76.0,Attitude,Attitude of support person
5027-YOCXN,Male,23.0,yes,No,0.0,United States,California,cardiff by the sea,92007.0,33.015866,-117.272254,10375.0,Q3,YES,6.0,51.0,NONE,YES,26.73,Yes,Fiber Optic,41.0,Yes,YES,NO,Yes,YES,Yes,Yes,0,2,0,Yes,ONE YEAR,NO,credit card,110.05,5686.4,20.28,0.0,1363.23,7029.35,STAYED,56.0,,
0392-BZIUW,Female,44.0,YES,No,0.0,United States,California,Fresno,93710.0,36.822715,9352.238174,29337.0,Q3,Yes,7.0,72.0,none,Yes,6.58,Yes,FIBER OPTIC,7.0,yes,No,Yes,no,Yes,YES,Yes,3,0,2,YES,Two Year,yes,Credit Card,105.0,7589.8,0.0,0.0,473.76,8063.56,Stayed,70.0,,
7137-RYLPP,Male,75.0,Yes,No,0.0,United States,california,paskenta,96074.0,39.884395,-122.587513,263.0,Q3,Yes,1.0,37.0,Offer C,Yes,46.61,Yes,Fiber Optic,26.0,No,no,no,No,Yes,NO,No,0,0,0,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,3171.15,0.0,0.0,1724.57,4895.72,Churned,86.0,Competitor,Competitor offered higher download speeds
8672-OAUPW,Male,48.0,no,no,0.0,United States,California,Corona,92883.0,33.762351,-117.488725,13188.0,Q3,No,0.0,51.0,none,Yes,36.59,No,dsl,20.0,No,no,No,yes,No,NO,No,0,3,0,Yes,One Year,No,Credit Card,47.85,2356.75,18.39,0.0,1866.09,4204.450000000001,Stayed,56.0,,
4627-MIHJH,female,72.0,No,No,0.0,united states,California,Stockton,95210.0,38.033219,-121.297433,40611.0,Q3,No,0.0,69.0,,YES,23.4,YES,FIBER OPTIC,27.0,Yes,no,yes,Yes,Yes,Yes,YES,0,0,0,Yes,Two Year,No,CREDIT CARD,110.25,7467.55,0.0,0.0,1614.6,9082.15,Stayed,69.0,,
5380-WJKOV,Male,51.0,No,Yes,1.0,United States,California,Los Angeles,90041.0,34.137412,-118.207607,27866.0,Q3,No,0.0,34.0,offer c,Yes,21.69,Yes,Fiber Optic,28.0,NO,yes,YES,No,yes,Yes,Yes,0,0,0,Yes,month-to-month,Yes,Bank Withdrawal,106.35,3549.25,0.0,0.0,737.46,4286.71,churned,65.0,Competitor,Competitor offered higher download speeds
2455-USLMV,FEMALE,30.0,No,NO,0.0,United States,California,Redlands,92373.0,34.003243,-117.138286,31230.0,Q3,No,0.0,31.0,Offer C,YES,24.21,Yes,Fiber Optic,48.0,Yes,No,yes,NO,no,No,No,0,0,0,Yes,Month-to-Month,Yes,CREDIT CARD,84.75,2613.4,0.0,0.0,750.51,3363.91,Stayed,35.0,,
0727-BMPLR,female,66.0,No,No,0.0,United States,California,Fresno,93706.0,36.654614,-119.903674,35790.0,Q3,No,0.0,55.0,NONE,Yes,37.38,yes,Fiber Optic,7.0,No,no,Yes,No,Yes,Yes,Yes,0,0,1,No,one year,Yes,Bank Withdrawal,100.0,5509.3,0.0,100.0,2055.9,7665.200000000001,churned,83.0,Competitor,Competitor offered higher download speeds
7544-ZVIKX,MALE,33.0,Yes,yes,2.0,United States,california,Roseville,95678.0,38.759751,-121.288545,30614.0,Q3,YES,2.0,58.0,none,Yes,33.82,yes,fiber optic,10.0,No,NO,Yes,yes,YES,Yes,Yes,0,2,0,yes,one year,Yes,Bank Withdrawal,105.05,6004.85,0.0,0.0,1961.56,7966.41,Stayed,75.0,,
1723-hkxjq,Male,64.0,No,No,0.0,United States,California,San Diego,92120.0,32.807867,-117.060993,25569.0,Q3,No,0.0,42.0,,Yes,18.79,yes,Fiber Optic,16.0,No,Yes,No,No,Yes,Yes,Yes,0,0,1,Yes,Month-to-Month,Yes,Bank Withdrawal,101.75,4273.45,0.0,0.0,789.18,5062.63,Churned,66.0,Other,Don't know
5118-MUEYH,Female,,Yes,NO,0.0,UNITED STATES,california,grand terrace,92313.0,34.029175,-117.307211,11024.0,Q3,Yes,4.0,48.0,Offer B,Yes,39.25,Yes,fiber optic,51.0,NO,Yes,No,yes,Yes,Yes,Yes,0,0,0,yes,Month-to-Month,YES,Credit Card,105.1,5083.55,0.0,0.0,1884.0,6967.55,stayed,42.0,,
3351-NGXYI,Female,70.0,No,NO,0.0,united states,California,San Diego,92106.0,32.71346,-117.236378,18525.0,q3,No,3925.0,16.0,offer d,Yes,9.72,Yes,DSL,29.0,yes,no,No,No,no,NO,No,2,0,0,Yes,One Year,YES,bank withdrawal,54.1,889.0,0.0,0.0,155.52,1044.52,STAYED,38.0,,
0616-atfgb,Male,74.0,Yes,NO,0.0,United States,california,Shasta Lake,96019.0,40.692523,-122.369876,6277.0,Q3,Yes,1.0,1.0,Offer E,No,0.0,No,Cable,18.0,No,no,No,No,No,No,No,0,0,0,Yes,month-to-month,No,Bank Withdrawal,25.05,25.05,0.0,0.0,0.0,25.05,CHURNED,95.0,Competitor,Competitor had better devices
8731-WBBMB,female,26.0,Yes,No,0.0,United States,California,San Diego,92117.0,32.825086,-117.199424,51213.0,Q3,Yes,7.0,26.0,,Yes,11.23,No,Cable,48.0,No,Yes,yes,yes,YES,Yes,Yes,0,0,0,yes,Month-to-Month,No,Bank Withdrawal,81.9,2078.55,44.86,0.0,291.98,2325.67,Stayed,55.0,,
7722-VJRQD,Male,38.0,YES,No,0.0,United States,CALIFORNIA,Brooks,95606.0,38.809804,-122.241383,382.0,Q3,Yes,8.0,72.0,,no,0.0,No,CABLE,15.0,Yes,No,Yes,Yes,Yes,Yes,Yes,0,1,0,Yes,Two Year,No,Bank Withdrawal,60.95,4549.05,0.0,0.0,0.0,4549.05,Stayed,21.0,,
6338-AVWCY,Male,19.0,no,No,0.0,United States,California,Escondido,92027.0,33.141265,-116.967221,48690.0,Q3,NO,0.0,3.0,NONE,No,0.0,no,DSL,26.0,No,NO,yes,No,Yes,NO,No,0,2,0,yes,month-to-month,yes,Mailed Check,40.15,130.75,0.0,0.0,0.0,130.75,CHURNED,75.0,Competitor,Competitor made better offer
2868-MZAGQ,male,49.0,No,No,0.0,United States,California,Modesto,95354.0,37.639029,-120.964772,27135.0,Q3,No,0.0,1.0,Offer E,YES,19.98,No,Fiber Optic,5.0,No,No,no,No,No,yes,Yes,0,0,0,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,79.25,0.0,0.0,19.98,99.23,churned,83.0,Dissatisfaction,Service dissatisfaction
2087-QAREY,Female,60.0,Yes,No,0.0,United States,California,Sequoia National Park,93262.0,36.527243,-118.594938,56.0,q3,YES,1.0,22.0,Offer D,yes,39.83,No,cable,16.0,No,Yes,Yes,no,No,No,NO,0,0,3,YES,Month-to-Month,Yes,Credit Card,54.7,1178.75,0.0,0.0,876.26,2055.01,stayed,53.0,,
8857-CUPFQ,Male,57.0,yes,No,0.0,united states,California,Wallace,95254.0,38.192608,-120.957842,304.0,Q3,YES,9.0,63.0,Offer B,yes,17.38,No,NONE,0.0,No,NO,no,NO,No,No,NO,0,0,2,No,two year,NO,CREDIT CARD,19.25,1237.65,0.0,0.0,1094.9399999999998,2332.59,stayed,20.0,,
7876-DNYAP,Female,29.0,Yes,Yes,2.0,United States,California,washington,95986.0,39.34128,-120.786867,145.0,Q3,yes,7.0,69.0,Offer A,Yes,8.39,no,,0.0,NO,No,NO,No,No,no,no,0,0,0,NO,TWO YEAR,No,Credit Card,19.8,1436.95,0.0,0.0,578.9100000000001,2015.86,Stayed,36.0,,
6857-tkdjv,MALE,60.0,Yes,Yes,2.0,UNITED STATES,California,Strawberry Valley,95981.0,39.58458,-121.093256,101.0,Q3,Yes,6.0,67.0,none,Yes,14.41,YES,,0.0,No,No,No,no,No,no,No,1,0,1,no,TWO YEAR,No,Bank Withdrawal,24.65,1620.45,0.0,0.0,965.47,2585.92,stayed,62.0,,
2237-ZFSMY,Female,29.0,No,No,0.0,united states,california,Riverdale,93656.0,36.452211,-119.94575,5729.0,Q3,No,0.0,39.0,OFFER C,yes,4.48,no,fiber optic,71.0,Yes,No,yes,Yes,Yes,No,Yes,0,3,2,yes,One Year,Yes,BANK WITHDRAWAL,95.55,3692.85,0.0,0.0,174.72000000000003,3867.57,churned,73.0,Attitude,Attitude of service provider
5897-ZYEKH,FEMALE,74.0,yes,No,0.0,United States,California,lincoln,95648.0,,-121.312005,15286.0,Q3,Yes,3.0,67.0,,Yes,11.91,Yes,Fiber Optic,10.0,Yes,Yes,No,NO,yes,Yes,Yes,0,0,0,yes,One Year,Yes,BANK WITHDRAWAL,105.6,7112.15,0.0,0.0,,7910.12,Stayed,45.0,,
4881-JVQOD,MALE,73.0,Yes,Yes,3.0,united states,California,oxnard,93030.0,34.223244,-119.18012,79736.0,Q3,yes,1.0,10.0,none,No,0.0,no,Cable,53.0,no,no,NO,No,No,Yes,No,3,0,0,Yes,one year,yes,bank withdrawal,34.55,362.6,0.0,0.0,0.0,362.6,Stayed,55.0,,
8942-dbmhz,Male,26.0,no,No,0.0,united states,California,San Francisco,94122.0,37.760412,-122.484966,55504.0,Q3,no,0.0,12.0,,yes,41.11,No,none,0.0,No,NO,No,no,No,NO,No,0,0,0,No,month-to-month,No,Mailed Check,20.45,255.35,0.0,0.0,493.32,748.67,Stayed,80.0,,
0687-zvthb,Male,24.0,Yes,No,0.0,UNITED STATES,California,Richmond,94805.0,37.941456,-122.320968,13984.0,Q3,Yes,1.0,65.0,offer b,Yes,26.75,yes,Cable,51.0,YES,yes,Yes,No,No,Yes,Yes,0,0,1,Yes,one year,No,Credit Card,72.45,4653.85,14.23,0.0,1738.75,6378.370000000001,churned,68.0,Competitor,Competitor offered more data
7161-dfhuf,FEMALE,55.0,Yes,No,0.0,united states,California,shasta,96087.0,40.617614,-122.512861,528.0,Q3,yes,4.0,71.0,,Yes,21.19,Yes,,0.0,No,no,No,no,no,NO,No,1,2,0,No,Two Year,No,Credit Card,23.85,1672.1,0.0,0.0,1504.49,3176.59,Stayed,77.0,,
5947-SGKCL,Female,19.0,yes,Yes,3.0,United States,California,San Marino,91108.0,34.122671,-118.112911,13158.0,q3,Yes,6.0,15.0,OFFER D,Yes,4.19,Yes,Fiber Optic,59.0,NO,Yes,YES,No,yes,YES,Yes,0,0,0,Yes,MONTH-TO-MONTH,yes,Bank Withdrawal,105.35,1559.25,0.0,0.0,62.85000000000001,1622.1,Stayed,66.0,,
5924-sngkp,Female,39.0,NO,NO,0.0,United States,California,Solana Beach,92075.0,33.001813,-117.263628,12173.0,q3,No,0.0,41.0,,Yes,6.61,no,,0.0,No,No,No,NO,no,No,No,0,0,3,No,One Year,Yes,Credit Card,20.25,865.0,46.78,0.0,271.01,1089.23,Stayed,25.0,,
1431-AIDJQ,Male,44.0,Yes,Yes,1.0,UNITED STATES,California,Walnut Creek,94598.0,37.916648,-122.008483,26022.0,q3,YES,1.0,33.0,Offer C,Yes,1.62,No,cable,30.0,no,yes,YES,Yes,YES,Yes,yes,0,0,2,yes,Two Year,No,credit card,82.1,2603.1,0.0,0.0,53.46,2656.56,stayed,32.0,,
8285-abvlb,Female,34.0,Yes,No,0.0,United States,california,Santa Barbara,93103.0,34.438581,-119.685368,20893.0,q3,No,0.0,70.0,,Yes,40.91,no,,0.0,No,NO,No,No,No,No,No,0,0,0,no,Two Year,No,credit card,19.85,1328.35,33.29,0.0,2863.7,4158.76,STAYED,79.0,,
8356-WUAOJ,FEMALE,25.0,YES,No,0.0,united states,CALIFORNIA,Glendale,91205.0,34.13658,-118.245839,41390.0,q3,Yes,7.0,1.0,Offer E,Yes,40.63,No,DSL,52.0,NO,no,No,no,no,No,No,0,0,0,NO,Month-to-Month,Yes,Bank Withdrawal,45.0,45.0,0.0,10.0,40.63,95.63,joined,63.0,,
2860-RANUS,FEMALE,67.0,No,No,0.0,United States,California,Mc Kittrick,93251.0,35.38381,-119.730885,302.0,Q3,NO,0.0,20.0,offer d,Yes,29.29,Yes,Fiber Optic,15.0,NO,NO,NO,No,No,yes,Yes,2,0,2,Yes,Month-to-Month,yes,Credit Card,85.8,1727.5,0.0,0.0,585.8,2313.3,Churned,75.0,Price,Price too high
9753-OYLBX,Female,54.0,no,No,0.0,United States,California,SAN DIEGO,92122.0,32.85723,-117.209774,34902.0,Q3,NO,0.0,1.0,,Yes,8.56,No,,0.0,no,No,No,No,no,NO,NO,0,0,0,no,Month-to-Month,No,CREDIT CARD,20.5,20.5,0.0,0.0,8.56,29.06,Joined,54.0,,
5228-excet,Male,40.0,No,NO,0.0,United States,California,SAN DIEGO,92126.0,32.886925,-117.152162,74232.0,Q3,No,0.0,13.0,none,Yes,12.54,No,Fiber Optic,20.0,no,NO,No,No,NO,Yes,Yes,3,0,0,YES,Month-to-Month,Yes,Bank Withdrawal,80.85,1008.7,0.0,0.0,163.01999999999998,1171.72,Churned,85.0,Competitor,Competitor made better offer
0214-JHPFW,Female,22.0,Yes,no,0.0,UNITED STATES,California,Lost Hills,93249.0,35.637715,-119.893068,2502.0,Q3,Yes,9.0,70.0,NONE,No,0.0,no,CABLE,85.0,No,Yes,Yes,Yes,yes,Yes,Yes,0,0,0,Yes,two year,No,bank withdrawal,57.8,4039.3,1.01,0.0,0.0,4038.29,Stayed,42.0,,
9114-VEPUF,male,19.0,Yes,No,0.0,United States,california,Redwood City,94065.0,37.527497,-122.230941,10658.0,q3,YES,4.0,62.0,Offer B,Yes,30.51,Yes,Fiber Optic,41.0,Yes,YES,No,NO,No,YES,YES,0,0,0,Yes,One Year,No,Bank Withdrawal,96.1,6001.45,0.0,0.0,1891.62,7893.07,Stayed,61.0,,
5027-XWQHA,male,35.0,No,No,0.0,united states,California,ukiah,95482.0,39.134075,-123.23422,30988.0,Q3,no,0.0,6.0,,yes,41.16,No,Cable,10.0,No,No,no,No,NO,NO,no,0,0,0,No,Month-to-Month,no,BANK WITHDRAWAL,44.75,270.95,0.0,10.0,246.96,527.91,Churned,78.0,Dissatisfaction,Network reliability
9236-nducw,Female,34.0,NO,No,0.0,United States,california,BELLA VISTA,96008.0,40.722733,-122.109666,899.0,Q3,No,0.0,21.0,Offer D,NO,0.0,NO,dsl,4.0,Yes,No,No,yes,NO,NO,No,0,0,0,Yes,Two Year,NO,Credit Card,35.1,770.4,0.0,0.0,0.0,770.4,STAYED,25.0,,
3259-FDWOY,MALE,60.0,Yes,No,0.0,united states,California,Elk Grove,95758.0,38.35363,-121.44195,47065.0,Q3,Yes,3.0,71.0,Offer A,Yes,47.34,yes,fiber optic,12.0,No,YES,Yes,NO,Yes,Yes,YES,0,0,0,yes,Two Year,yes,Bank Withdrawal,106.0,7723.7,0.0,0.0,3361.1400000000003,11084.84,Churned,81.0,Competitor,Competitor offered higher download speeds
